task_run__calibration,task_run__created,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip
None,2015-07-13T18:12:10.467688,2015-07-13T18:12:10.467700,287,13,11,277,None,2,None
None,2015-07-13T18:12:14.966066,2015-07-13T18:12:14.966079,288,0,11,278,None,2,None
None,2015-07-13T18:12:18.587622,2015-07-13T18:12:18.587634,289,37,11,279,None,2,None
None,2015-07-13T18:12:24.339836,2015-07-13T18:12:24.339847,290,29,11,280,None,2,None
None,2015-07-13T18:12:29.191337,2015-07-13T18:12:29.191350,291,18,11,281,None,2,None
None,2015-07-13T18:12:33.035812,2015-07-13T18:12:33.035823,292,33,11,282,None,2,None
None,2015-07-13T18:12:37.707343,2015-07-13T18:12:37.707356,293,22,11,283,None,2,None
None,2015-07-13T18:12:45.242377,2015-07-13T18:12:45.242390,294,33,11,284,None,2,None
None,2015-07-13T18:12:52.445864,2015-07-13T18:12:52.445876,295,30,11,285,None,2,None
None,2015-07-13T18:12:55.874771,2015-07-13T18:12:55.874783,296,17,11,286,None,2,None
None,2015-07-13T18:12:59.799028,2015-07-13T18:12:59.799042,297,11,11,287,None,2,None
None,2015-07-13T18:13:06.588190,2015-07-13T18:13:06.588202,298,21,11,288,None,2,None
None,2015-07-13T18:13:11.507182,2015-07-13T18:13:11.507193,299,42,11,289,None,2,None
None,2015-07-13T18:13:15.597029,2015-07-13T18:13:15.597041,300,47,11,290,None,2,None
None,2015-07-13T18:13:21.515728,2015-07-13T18:13:21.515740,301,13,11,291,None,2,None
None,2015-07-13T18:13:28.147806,2015-07-13T18:13:28.147817,302,13,11,292,None,2,None
None,2015-07-13T18:13:31.948279,2015-07-13T18:13:31.948290,303,29,11,293,None,2,None
None,2015-07-13T18:13:36.765053,2015-07-13T18:13:36.765065,304,13,11,294,None,2,None
None,2015-07-13T18:13:40.994549,2015-07-13T18:13:40.994561,305,40,11,295,None,2,None
None,2015-07-13T18:13:45.691304,2015-07-13T18:13:45.691323,306,0,11,296,None,2,None
None,2015-07-13T18:13:50.083434,2015-07-13T18:13:50.083451,307,48,11,297,None,2,None
None,2015-07-13T18:13:54.566704,2015-07-13T18:13:54.566734,308,13,11,298,None,2,None
None,2015-07-13T18:13:58.516232,2015-07-13T18:13:58.516244,309,11,11,299,None,2,None
None,2015-07-13T18:14:06.405768,2015-07-13T18:14:06.405780,310,17,11,300,None,2,None
None,2015-07-13T18:14:10.904079,2015-07-13T18:14:10.904090,311,9,11,301,None,2,None
None,2015-07-13T18:14:14.588350,2015-07-13T18:14:14.588362,312,12,11,302,None,2,None
None,2015-07-13T18:14:19.208124,2015-07-13T18:14:19.208137,313,16,11,303,None,2,None
None,2015-07-13T18:14:24.024761,2015-07-13T18:14:24.024773,314,20,11,304,None,2,None
None,2015-07-13T18:14:27.594281,2015-07-13T18:14:27.594293,315,23,11,305,None,2,None
None,2015-07-13T18:14:32.496799,2015-07-13T18:14:32.496810,316,9,11,306,None,2,None
None,2015-07-13T18:14:37.933917,2015-07-13T18:14:37.933929,317,10,11,307,None,2,None
None,2015-07-13T18:14:43.926523,2015-07-13T18:14:43.926553,318,19,11,308,None,2,None
None,2015-07-13T18:14:47.514601,2015-07-13T18:14:47.514627,319,34,11,309,None,2,None
None,2015-07-13T18:14:51.085407,2015-07-13T18:14:51.085433,320,41,11,310,None,2,None
None,2015-07-13T18:14:54.952052,2015-07-13T18:14:54.952066,321,16,11,311,None,2,None
None,2015-07-13T18:14:59.735786,2015-07-13T18:14:59.735799,322,27,11,312,None,2,None
None,2015-07-13T18:15:03.604503,2015-07-13T18:15:03.604516,323,25,11,313,None,2,None
None,2015-07-13T18:15:08.286886,2015-07-13T18:15:08.286899,324,26,11,314,None,2,None
None,2015-07-13T18:15:16.873398,2015-07-13T18:15:16.873410,325,9,11,315,None,2,None
None,2015-07-13T18:15:23.401671,2015-07-13T18:15:23.401684,326,2,11,316,None,2,None
None,2015-07-13T18:15:27.980828,2015-07-13T18:15:27.980841,327,13,11,317,None,2,None
None,2015-07-13T18:15:31.390548,2015-07-13T18:15:31.390559,328,8,11,318,None,2,None
None,2015-07-13T18:15:35.192852,2015-07-13T18:15:35.192863,329,20,11,319,None,2,None
None,2015-07-13T18:15:41.028646,2015-07-13T18:15:41.028659,330,13,11,320,None,2,None
None,2015-07-13T18:15:45.189601,2015-07-13T18:15:45.189613,331,15,11,321,None,2,None
None,2015-07-13T18:15:48.558739,2015-07-13T18:15:48.558753,332,12,11,322,None,2,None
None,2015-07-13T18:15:51.786805,2015-07-13T18:15:51.786817,333,14,11,323,None,2,None
None,2015-07-13T18:15:59.136112,2015-07-13T18:15:59.136125,334,2,11,324,None,2,None
None,2015-07-13T18:16:02.359932,2015-07-13T18:16:02.359944,335,8,11,325,None,2,None
None,2015-07-13T18:16:06.300681,2015-07-13T18:16:06.300692,336,14,11,326,None,2,None
None,2015-07-13T18:16:10.692471,2015-07-13T18:16:10.692482,337,11,11,327,None,2,None
None,2015-07-13T18:16:16.738019,2015-07-13T18:16:16.738030,338,10,11,328,None,2,None
None,2015-07-13T18:16:21.452287,2015-07-13T18:16:21.452349,339,9,11,329,None,2,None
None,2015-07-13T18:16:25.507995,2015-07-13T18:16:25.508007,340,12,11,330,None,2,None
None,2015-07-13T18:16:29.429959,2015-07-13T18:16:29.429970,341,13,11,331,None,2,None
None,2015-07-13T18:16:33.304645,2015-07-13T18:16:33.304656,342,0,11,332,None,2,None
None,2015-07-13T18:16:37.536452,2015-07-13T18:16:37.536464,343,14,11,333,None,2,None
None,2015-07-13T18:16:44.314860,2015-07-13T18:16:44.314873,344,5,11,334,None,2,None
None,2015-07-13T18:16:50.074513,2015-07-13T18:16:50.074533,345,9,11,335,None,2,None
None,2015-07-13T18:16:53.775165,2015-07-13T18:16:53.775192,346,8,11,336,None,2,None
None,2015-07-13T18:16:57.618155,2015-07-13T18:16:57.618168,347,14,11,337,None,2,None
None,2015-07-13T18:17:01.270051,2015-07-13T18:17:01.270063,348,7,11,338,None,2,None
None,2015-07-13T18:17:05.933641,2015-07-13T18:17:05.933653,349,0,11,339,None,2,None
None,2015-07-13T18:17:10.956882,2015-07-13T18:17:10.956893,350,4,11,340,None,2,None
None,2015-07-13T18:17:17.216788,2015-07-13T18:17:17.216800,351,3,11,341,None,2,None
None,2015-07-13T18:17:21.496883,2015-07-13T18:17:21.496896,352,8,11,342,None,2,None
None,2015-07-13T18:17:25.266680,2015-07-13T18:17:25.266692,353,12,11,343,None,2,None
None,2015-07-13T18:17:28.950938,2015-07-13T18:17:28.950963,354,9,11,344,None,2,None
None,2015-07-13T18:17:33.552246,2015-07-13T18:17:33.552258,355,0,11,345,None,2,None
None,2015-07-13T18:17:38.432414,2015-07-13T18:17:38.432426,356,0,11,346,None,2,None
None,2015-07-13T18:17:41.862402,2015-07-13T18:17:41.862414,357,9,11,347,None,2,None
None,2015-07-13T18:17:50.279672,2015-07-13T18:17:50.279688,358,0,11,348,None,2,None
None,2015-07-13T18:17:53.775623,2015-07-13T18:17:53.775636,359,13,11,349,None,2,None
None,2015-07-13T18:17:57.474335,2015-07-13T18:17:57.474348,360,20,11,350,None,2,None
None,2015-07-13T18:18:00.722159,2015-07-13T18:18:00.722172,361,20,11,351,None,2,None
None,2015-07-13T18:18:04.101548,2015-07-13T18:18:04.101560,362,15,11,352,None,2,None
None,2015-07-13T18:18:09.342557,2015-07-13T18:18:09.342569,363,18,11,353,None,2,None
None,2015-07-13T18:18:12.775129,2015-07-13T18:18:12.775141,364,0,11,354,None,2,None
None,2015-07-13T18:18:15.100207,2015-07-13T18:18:15.100218,365,0,11,355,None,2,None
None,2015-07-13T18:18:19.991784,2015-07-13T18:18:19.991810,366,20,11,356,None,2,None
None,2015-07-13T18:18:23.089981,2015-07-13T18:18:23.089993,367,15,11,357,None,2,None
None,2015-07-13T18:18:28.562533,2015-07-13T18:18:28.562545,368,16,11,358,None,2,None
None,2015-07-13T18:18:33.563119,2015-07-13T18:18:33.563130,369,39,11,359,None,2,None
None,2015-07-13T18:18:36.939649,2015-07-13T18:18:36.939662,370,18,11,360,None,2,None
None,2015-07-13T18:18:39.979168,2015-07-13T18:18:39.979180,371,0,11,361,None,2,None
None,2015-07-13T18:18:44.227352,2015-07-13T18:18:44.227364,372,17,11,362,None,2,None
None,2015-07-13T18:18:51.072591,2015-07-13T18:18:51.072603,373,10,11,363,None,2,None
None,2015-07-13T18:18:54.631019,2015-07-13T18:18:54.631030,374,15,11,364,None,2,None
None,2015-07-13T18:18:58.304976,2015-07-13T18:18:58.304988,375,14,11,365,None,2,None
None,2015-07-13T18:19:02.602982,2015-07-13T18:19:02.602995,376,17,11,366,None,2,None
None,2015-07-13T18:19:06.694794,2015-07-13T18:19:06.694808,377,24,11,367,None,2,None
None,2015-07-13T18:19:10.530038,2015-07-13T18:19:10.530059,378,7,11,368,None,2,None
None,2015-07-13T18:19:14.306124,2015-07-13T18:19:14.306135,379,30,11,369,None,2,None
None,2015-07-13T18:19:18.082060,2015-07-13T18:19:18.082071,380,22,11,370,None,2,None
None,2015-07-13T18:19:22.077874,2015-07-13T18:19:22.077885,381,19,11,371,None,2,None
None,2015-07-13T18:19:27.102866,2015-07-13T18:19:27.102879,382,16,11,372,None,2,None
None,2015-07-13T18:19:30.858543,2015-07-13T18:19:30.858557,383,19,11,373,None,2,None
None,2015-07-13T18:19:35.065455,2015-07-13T18:19:35.065468,384,8,11,374,None,2,None
None,2015-07-13T18:19:38.355364,2015-07-13T18:19:38.355378,385,26,11,375,None,2,None
None,2015-07-13T18:19:41.835712,2015-07-13T18:19:41.835724,386,23,11,376,None,2,None
None,2015-07-13T18:19:47.399313,2015-07-13T18:19:47.399325,387,17,11,377,None,2,None
None,2015-07-13T18:19:50.731364,2015-07-13T18:19:50.731377,388,19,11,378,None,2,None
None,2015-07-13T18:19:54.849295,2015-07-13T18:19:54.849310,389,23,11,379,None,2,None
None,2015-07-13T18:20:00.372476,2015-07-13T18:20:00.372488,390,7,11,380,None,2,None
None,2015-07-13T18:20:04.814667,2015-07-13T18:20:04.814678,391,12,11,381,None,2,None
None,2015-07-13T18:20:08.459466,2015-07-13T18:20:08.459479,392,0,11,382,None,2,None
None,2015-07-13T18:20:13.157493,2015-07-13T18:20:13.157504,393,8,11,383,None,2,None
None,2015-07-13T18:20:17.188278,2015-07-13T18:20:17.188291,394,22,11,384,None,2,None
None,2015-07-13T18:20:21.005403,2015-07-13T18:20:21.005416,395,16,11,385,None,2,None
None,2015-07-13T18:20:25.285194,2015-07-13T18:20:25.285206,396,0,11,386,None,2,None
None,2015-07-13T18:20:29.777054,2015-07-13T18:20:29.777079,397,7,11,387,None,2,None
None,2015-07-13T18:20:37.561306,2015-07-13T18:20:37.561318,398,12,11,388,None,2,None
None,2015-07-13T18:20:41.523827,2015-07-13T18:20:41.523840,399,21,11,389,None,2,None
None,2015-07-13T18:20:44.741337,2015-07-13T18:20:44.741349,400,11,11,390,None,2,None
None,2015-07-13T18:20:50.080135,2015-07-13T18:20:50.080156,401,12,11,391,None,2,None
None,2015-07-13T18:20:55.282599,2015-07-13T18:20:55.282611,402,0,11,392,None,2,None
None,2015-07-13T18:20:57.805605,2015-07-13T18:20:57.805620,403,0,11,393,None,2,None
None,2015-07-13T18:21:02.330079,2015-07-13T18:21:02.330091,404,0,11,394,None,2,None
None,2015-07-13T18:21:05.904484,2015-07-13T18:21:05.904496,405,12,11,395,None,2,None
None,2015-07-13T18:21:09.131024,2015-07-13T18:21:09.131036,406,34,11,396,None,2,None
None,2015-07-13T18:21:12.698080,2015-07-13T18:21:12.698092,407,20,11,397,None,2,None
None,2015-07-13T18:21:17.969353,2015-07-13T18:21:17.969366,408,0,11,398,None,2,None
None,2015-07-13T18:21:20.976895,2015-07-13T18:21:20.976907,409,0,11,399,None,2,None
None,2015-07-13T18:21:26.629000,2015-07-13T18:21:26.629012,410,9,11,400,None,2,None
None,2015-07-13T18:21:31.383158,2015-07-13T18:21:31.383172,411,22,11,401,None,2,None
None,2015-07-13T18:21:34.879055,2015-07-13T18:21:34.879079,412,22,11,402,None,2,None
None,2015-07-13T18:21:38.514696,2015-07-13T18:21:38.514707,413,17,11,403,None,2,None
None,2015-07-13T18:21:42.337740,2015-07-13T18:21:42.337753,414,20,11,404,None,2,None
None,2015-07-13T18:21:46.117645,2015-07-13T18:21:46.117656,415,16,11,405,None,2,None
None,2015-07-13T18:21:52.298820,2015-07-13T18:21:52.298831,416,11,11,406,None,2,None
None,2015-07-13T18:21:55.365401,2015-07-13T18:21:55.365413,417,13,11,407,None,2,None
None,2015-07-13T18:21:58.882789,2015-07-13T18:21:58.882804,418,11,11,408,None,2,None
None,2015-07-13T18:22:02.174675,2015-07-13T18:22:02.174687,419,10,11,409,None,2,None
None,2015-07-13T18:22:05.385376,2015-07-13T18:22:05.385388,420,11,11,410,None,2,None
None,2015-07-13T18:22:09.132215,2015-07-13T18:22:09.132226,421,29,11,411,None,2,None
None,2015-07-13T18:22:13.767538,2015-07-13T18:22:13.767551,422,5,11,412,None,2,None
None,2015-07-13T18:22:19.031244,2015-07-13T18:22:19.031257,423,22,11,413,None,2,None
None,2015-07-13T18:22:22.411689,2015-07-13T18:22:22.411702,424,8,11,414,None,2,None
None,2015-07-13T18:22:25.970429,2015-07-13T18:22:25.970441,425,26,11,415,None,2,None
None,2015-07-13T18:22:36.593701,2015-07-13T18:22:36.593712,426,0,11,416,None,2,None
None,2015-07-13T18:22:40.255020,2015-07-13T18:22:40.255050,427,31,11,417,None,2,None
None,2015-07-13T18:22:43.635660,2015-07-13T18:22:43.635672,428,6,11,418,None,2,None
None,2015-07-13T18:22:47.540191,2015-07-13T18:22:47.540203,429,24,11,419,None,2,None
None,2015-07-13T18:22:51.037404,2015-07-13T18:22:51.037416,430,25,11,420,None,2,None
None,2015-07-13T18:22:55.005252,2015-07-13T18:22:55.005263,431,19,11,421,None,2,None
None,2015-07-13T18:22:59.425908,2015-07-13T18:22:59.425920,432,25,11,422,None,2,None
None,2015-07-13T18:23:02.591947,2015-07-13T18:23:02.591959,433,22,11,423,None,2,None
None,2015-07-13T18:23:06.257129,2015-07-13T18:23:06.257143,434,18,11,424,None,2,None
None,2015-07-13T18:23:09.670958,2015-07-13T18:23:09.670971,435,16,11,425,None,2,None
None,2015-07-13T18:23:14.948820,2015-07-13T18:23:14.948833,436,35,11,426,None,2,None
None,2015-07-13T18:23:19.620518,2015-07-13T18:23:19.620530,437,35,11,427,None,2,None
None,2015-07-13T18:23:23.237586,2015-07-13T18:23:23.237597,438,18,11,428,None,2,None
None,2015-07-13T18:23:27.403719,2015-07-13T18:23:27.403731,439,31,11,429,None,2,None
None,2015-07-13T18:23:31.097416,2015-07-13T18:23:31.097427,440,41,11,430,None,2,None
None,2015-07-13T18:23:36.526045,2015-07-13T18:23:36.526059,441,11,11,431,None,2,None
None,2015-07-13T18:23:42.812947,2015-07-13T18:23:42.812959,442,23,11,432,None,2,None
None,2015-07-13T18:23:46.392300,2015-07-13T18:23:46.392312,443,8,11,433,None,2,None
None,2015-07-13T18:23:50.507109,2015-07-13T18:23:50.507121,444,15,11,434,None,2,None
None,2015-07-13T18:23:54.039922,2015-07-13T18:23:54.039936,445,21,11,435,None,2,None
None,2015-07-13T18:24:01.671567,2015-07-13T18:24:01.671579,446,0,11,436,None,2,None
None,2015-07-13T18:24:05.714389,2015-07-13T18:24:05.714400,447,17,11,437,None,2,None
None,2015-07-13T18:24:08.754987,2015-07-13T18:24:08.755000,448,19,11,438,None,2,None
None,2015-07-13T18:24:12.225774,2015-07-13T18:24:12.225786,449,23,11,439,None,2,None
None,2015-07-13T18:24:16.447228,2015-07-13T18:24:16.447242,450,34,11,440,None,2,None
None,2015-07-13T18:24:19.932442,2015-07-13T18:24:19.932454,451,17,11,441,None,2,None
None,2015-07-13T18:24:23.478008,2015-07-13T18:24:23.478020,452,21,11,442,None,2,None
None,2015-07-13T18:24:27.043608,2015-07-13T18:24:27.043621,453,18,11,443,None,2,None
None,2015-07-13T18:24:30.519638,2015-07-13T18:24:30.519651,454,21,11,444,None,2,None
None,2015-07-13T18:24:33.606155,2015-07-13T18:24:33.606168,455,21,11,445,None,2,None
None,2015-07-13T18:24:38.321624,2015-07-13T18:24:38.321636,456,11,11,446,None,2,None
None,2015-07-13T18:24:41.748041,2015-07-13T18:24:41.748052,457,0,11,447,None,2,None
None,2015-07-13T18:24:45.489185,2015-07-13T18:24:45.489198,458,14,11,448,None,2,None
None,2015-07-13T18:24:52.588988,2015-07-13T18:24:52.589013,459,8,11,449,None,2,None
None,2015-07-13T18:24:57.834422,2015-07-13T18:24:57.834434,460,26,11,450,None,2,None
None,2015-07-13T18:25:01.262152,2015-07-13T18:25:01.262166,461,20,11,451,None,2,None
None,2015-07-13T18:25:07.702670,2015-07-13T18:25:07.702682,462,31,11,452,None,2,None
None,2015-07-13T18:25:11.879516,2015-07-13T18:25:11.879528,463,20,11,453,None,2,None
None,2015-07-13T18:25:16.101358,2015-07-13T18:25:16.101370,464,0,11,454,None,2,None
None,2015-07-13T18:25:26.155972,2015-07-13T18:25:26.155983,465,8,11,455,None,2,None
None,2015-07-13T18:25:31.805585,2015-07-13T18:25:31.805596,466,9,11,456,None,2,None
None,2015-07-13T18:25:35.403859,2015-07-13T18:25:35.403871,467,14,11,457,None,2,None
None,2015-07-13T18:25:40.612756,2015-07-13T18:25:40.612769,468,29,11,458,None,2,None
None,2015-07-13T18:25:48.100457,2015-07-13T18:25:48.100469,469,0,11,459,None,2,None
None,2015-07-13T18:25:51.709260,2015-07-13T18:25:51.709271,470,42,11,460,None,2,None
None,2015-07-13T18:25:55.771367,2015-07-13T18:25:55.771379,471,41,11,461,None,2,None
None,2015-07-13T18:26:00.536304,2015-07-13T18:26:00.536315,472,37,11,462,None,2,None
None,2015-07-13T18:26:05.532846,2015-07-13T18:26:05.532857,473,19,11,463,None,2,None
None,2015-07-13T18:26:09.392928,2015-07-13T18:26:09.392941,474,21,11,464,None,2,None
None,2015-07-13T18:26:14.069736,2015-07-13T18:26:14.069748,475,13,11,465,None,2,None
None,2015-07-13T18:26:20.670980,2015-07-13T18:26:20.670991,476,9,11,466,None,2,None
None,2015-07-13T18:26:24.645599,2015-07-13T18:26:24.645611,477,13,11,467,None,2,None
None,2015-07-13T18:26:28.012055,2015-07-13T18:26:28.012067,478,14,11,468,None,2,None
None,2015-07-13T18:26:31.970592,2015-07-13T18:26:31.970604,479,7,11,469,None,2,None
None,2015-07-13T18:26:38.547423,2015-07-13T18:26:38.547435,480,28,11,470,None,2,None
None,2015-07-13T18:26:42.972962,2015-07-13T18:26:42.972974,481,37,11,471,None,2,None
None,2015-07-13T18:26:47.229811,2015-07-13T18:26:47.229823,482,37,11,472,None,2,None
None,2015-07-13T18:26:52.358125,2015-07-13T18:26:52.358147,483,24,11,473,None,2,None
None,2015-07-13T18:26:57.034715,2015-07-13T18:26:57.034726,484,17,11,474,None,2,None
None,2015-07-13T18:27:01.187543,2015-07-13T18:27:01.187569,485,33,11,475,None,2,None
None,2015-07-13T18:27:05.008411,2015-07-13T18:27:05.008423,486,0,11,476,None,2,None
None,2015-07-13T18:27:10.757682,2015-07-13T18:27:10.757697,487,8,11,477,None,2,None
None,2015-07-13T18:27:14.092337,2015-07-13T18:27:14.092348,488,11,11,478,None,2,None
None,2015-07-13T18:27:18.351930,2015-07-13T18:27:18.351942,489,34,11,479,None,2,None
None,2015-07-13T18:27:22.969093,2015-07-13T18:27:22.969106,490,38,11,480,None,2,None
None,2015-07-13T18:27:25.408654,2015-07-13T18:27:25.408667,491,0,11,481,None,2,None
None,2015-07-13T18:27:28.866977,2015-07-13T18:27:28.866988,492,31,11,482,None,2,None
None,2015-07-13T18:27:34.453192,2015-07-13T18:27:34.453203,493,29,11,483,None,2,None
None,2015-07-13T18:27:39.108954,2015-07-13T18:27:39.108968,494,40,11,484,None,2,None
None,2015-07-13T18:27:43.701346,2015-07-13T18:27:43.701358,495,35,11,485,None,2,None
None,2015-07-13T18:27:47.161343,2015-07-13T18:27:47.161354,496,0,11,486,None,2,None
None,2015-07-13T18:27:51.572742,2015-07-13T18:27:51.572755,497,38,11,487,None,2,None
None,2015-07-13T18:27:55.675133,2015-07-13T18:27:55.675145,498,46,11,488,None,2,None
None,2015-07-13T18:27:59.761873,2015-07-13T18:27:59.761888,499,12,11,489,None,2,None
None,2015-07-13T18:28:03.095699,2015-07-13T18:28:03.095712,500,24,11,490,None,2,None
None,2015-07-13T18:28:08.482365,2015-07-13T18:28:08.482377,501,39,11,491,None,2,None
None,2015-07-13T18:28:12.172217,2015-07-13T18:28:12.172230,502,39,11,492,None,2,None
None,2015-07-13T18:28:14.341616,2015-07-13T18:28:14.341628,503,0,11,493,None,2,None
None,2015-07-13T18:28:19.110809,2015-07-13T18:28:19.110838,504,46,11,494,None,2,None
None,2015-07-13T18:28:22.037775,2015-07-13T18:28:22.037787,505,0,11,495,None,2,None
None,2015-07-13T18:28:25.130526,2015-07-13T18:28:25.130538,506,19,11,496,None,2,None
None,2015-07-13T18:28:31.743989,2015-07-13T18:28:31.744013,507,10,11,497,None,2,None
None,2015-07-13T18:28:33.705584,2015-07-13T18:28:33.705595,508,0,11,498,None,2,None
None,2015-07-13T18:28:38.524920,2015-07-13T18:28:38.524932,509,43,11,499,None,2,None
None,2015-07-13T18:28:41.553245,2015-07-13T18:28:41.553257,510,0,11,500,None,2,None
None,2015-07-13T18:28:45.371304,2015-07-13T18:28:45.371316,511,38,11,501,None,2,None
None,2015-07-13T18:28:50.317730,2015-07-13T18:28:50.317745,512,43,11,502,None,2,None
None,2015-07-13T18:28:57.613618,2015-07-13T18:28:57.613630,513,8,11,503,None,2,None
None,2015-07-13T18:29:02.598712,2015-07-13T18:29:02.598724,514,18,11,504,None,2,None
None,2015-07-13T18:29:07.944405,2015-07-13T18:29:07.944417,515,30,11,505,None,2,None
